raceid,driverid,constructorid,grid
394,157,49,18
394,167,18,19
394,133,45,20
394,112,33,21
394,166,25,22
394,156,25,23
394,122,37,24
394,169,39,25
394,,,26
395,95,3,1
395,102,32,2
395,117,1,3
395,137,3,4
395,105,6,5
395,123,22,6
395,110,34,7
395,140,1,8
395,170,22,9
395,77,6,10
395,119,34,11
395,163,27,12
395,118,21,13
395,138,32,14
395,158,21,15
395,145,18,16
395,160,27,17
395,167,18,18
395,84,49,19
395,157,49,20
395,112,33,21
395,166,25,22
395,156,25,23
395,122,37,24
395,169,39,25
395,133,45,26
396,95,3,1
396,77,6,2
396,137,3,3
396,117,1,4
396,105,6,5
396,102,32,6
396,123,22,7
396,140,1,8
396,118,21,9
396,119,34,10
396,158,21,11
396,170,22,12
396,110,34,13
396,166,25,14
396,112,33,15
396,156,25,16
396,138,32,17
396,122,37,18
396,163,27,19
396,145,18,20
396,133,45,21
396,84,49,22
396,157,49,23
396,167,18,24
396,160,27,25
396,169,39,26
397,137,3,1
397,95,3,2
397,77,6,3
397,123,22,4
397,170,22,5
397,105,6,6
397,102,32,7
397,119,34,8
397,117,1,9
397,110,34,10
397,118,21,11
397,158,21,12
397,138,32,13
397,140,1,14
397,145,18,15
397,163,27,16
397,84,49,17
397,160,27,18
397,167,18,19
397,157,49,20
397,133,45,21
397,112,33,22
397,122,37,23
397,156,25,24
397,166,25,25
397,169,39,26
398,137,3,1
398,95,3,2
398,77,6,3
398,102,32,4
398,117,1,5
398,123,22,6
398,170,22,7
398,105,6,8
398,119,34,9
398,110,34,10
398,140,1,11
398,118,21,12
398,158,21,13
398,138,32,14
398,163,27,15
398,157,49,16
398,84,49,17
398,145,18,18
398,160,27,19
398,167,18,20
398,133,45,21
398,156,25,22
398,112,33,23
398,166,25,24
398,122,37,25
398,171,45,26
399,77,6,1
399,95,3,2
399,117,1,3
399,137,3,4
399,102,32,5
399,105,6,6
399,119,34,7
399,140,1,8
399,123,22,9
399,170,22,10
399,158,21,11
399,118,21,12
399,110,34,13
399,145,18,14
399,138,32,15
399,157,49,16
399,84,49,17
399,163,27,18
399,112,33,19
399,167,18,20
399,166,25,21
399,122,37,22
399,160,27,23
399,156,25,24
399,133,45,25
399,171,45,26
400,137,3,1
400,95,3,2
400,77,6,3
400,105,6,4
400,102,32,5
400,170,22,6
400,117,1,7
400,123,22,8
400,119,34,9
400,110,34,10
400,140,1,11
400,118,21,12
400,158,21,13
400,163,27,14
400,166,25,15
400,156,25,16
400,112,33,17
400,138,32,18
400,122,37,19
400,84,49,20
400,145,18,21
400,157,49,22
400,160,27,23
400,167,18,24
400,169,39,25
400,78,42,26
401,95,3,1
401,77,6,2
401,137,3,3
401,123,22,4
401,117,1,5
401,170,22,6
401,102,32,7
401,119,34,8
401,105,6,9
401,110,34,10
401,118,21,11
401,,,12
401,158,21,13
401,145,18,14
401,140,1,15
401,138,32,16
401,157,49,17
401,163,27,18
401,167,18,19
401,122,37,20
401,160,27,21
401,156,25,22
401,114,33,23
401,112,33,24
401,166,25,25
401,133,45,26
402,77,6,1
402,117,1,2
402,123,22,3
402,105,6,4
402,137,3,5
402,170,22,6
402,102,32,7
402,119,34,8
402,140,1,9
402,110,34,10
402,138,32,11
402,158,21,12
402,118,21,13
402,145,18,14
402,84,49,15
402,157,49,16
402,163,27,17
402,112,33,18
402,156,25,19
402,122,37,20
402,167,18,21
402,114,33,22
402,133,45,23
402,160,27,24
402,166,25,25
402,90,39,26
403,77,6,1
403,117,1,2
403,137,3,3
403,102,32,4
403,123,22,5
403,105,6,6
403,119,3,7
403,140,1,8
403,170,22,9
403,110,34,10
403,158,21,11
403,118,21,12
403,145,18,13
403,138,32,14
403,131,34,15
403,84,49,16
403,112,33,17
403,166,25,18
403,156,25,19
403,163,27,20
403,114,33,21
403,160,27,22
403,122,37,23
403,157,49,24
403,90,39,25
403,167,18,26
372,102,1,1
372,95,3,2
372,117,1,3
372,77,6,4
372,137,32,5
372,105,6,6
372,123,22,7
372,119,3,8
372,122,37,9
372,138,32,10
372,118,21,11
372,145,22,12
372,127,37,13
372,110,48,14
372,158,21,15
372,112,33,16
372,114,33,17
372,163,27,18
372,166,39,19
372,159,18,20
372,140,27,21
372,156,25,22
372,167,18,23
372,131,44,24
372,99,42,25
372,165,44,26
373,102,1,1
373,117,1,2
373,137,32,3
373,145,22,4
373,77,6,5
373,119,3,6
373,158,21,7
373,123,22,8
373,122,37,9
373,105,6,10
373,95,3,11
373,138,32,12
373,166,39,13
373,118,21,14
373,112,33,15
373,110,48,16
373,99,42,17
373,159,18,18
373,114,33,19
373,127,37,20
373,141,25,21
373,167,18,22
373,156,25,23
373,133,35,24
373,160,49,25
373,131,44,26
374,102,1,1
374,117,1,2
374,77,6,3
374,105,6,4
374,95,3,5
374,145,22,6
374,118,21,7
374,119,3,8
374,158,21,9
374,156,25,10
374,137,32,11
374,166,39,12
374,112,33,13
374,127,37,14
374,159,18,15
374,123,22,16
374,133,35,17
374,165,44,18
374,110,48,19
374,163,27,20
374,114,33,21
374,122,37,22
374,160,49,23
374,99,42,24
374,78,45,25
374,140,27,26
375,102,1,1
375,117,1,2
375,77,6,3
375,137,32,4
375,105,6,5
375,138,32,6
375,158,21,7
375,145,22,8
375,118,21,9
375,122,37,10
375,123,22,11
375,110,48,12
375,112,33,13
375,95,3,14
375,146,49,15
375,127,37,16
375,119,3,17
375,160,49,18
375,166,39,19
375,163,27,20
375,99,42,21
375,114,33,22
375,133,35,23
375,140,27,24
375,159,18,25
375,165,44,26
376,102,1,1
376,117,1,2
376,77,6,3
376,105,6,4
376,145,22,5
376,137,32,6
376,123,22,7
376,158,21,8
376,95,3,9
376,166,39,10
376,119,3,11
376,110,48,12
376,138,32,13
376,122,37,14
376,131,44,15
376,118,21,16
376,112,33,17
376,127,37,18
376,156,25,19
376,163,27,20
376,159,18,21
376,160,49,22
376,141,25,23
376,165,44,24
376,140,27,25
376,99,42,26
377,102,1,1
377,77,6,2
377,105,6,3
377,117,1,4
377,123,22,5
377,95,3,6
377,145,22,7
377,137,32,8
377,118,21,9
377,119,3,10
377,166,39,11
377,110,48,12
377,127,37,13
377,112,33,14
377,158,21,15
377,94,18,16
377,156,25,17
377,140,27,18
377,131,44,19
377,163,27,20
377,133,35,21
377,141,25,22
377,165,44,23
377,114,33,24
377,159,18,25
377,78,45,26
378,117,1,1
378,102,1,2
378,77,6,3
378,105,6,4
378,123,22,5
378,145,22,6
378,137,32,7
378,138,32,8
378,95,3,9
378,122,37,10
378,118,21,11
378,110,48,12
378,158,21,13
378,133,35,14
378,119,3,15
378,127,37,16
378,166,39,17
378,112,33,18
378,114,33,19
378,131,44,20
378,146,49,21
378,94,18,22
378,156,25,23
378,78,45,24
378,159,18,25
378,165,44,26
379,77,6,1
379,105,6,2
379,102,1,3
379,117,1,4
379,127,37,5
379,122,37,6
379,137,32,7
379,145,22,8
379,118,21,9
379,138,32,10
379,95,3,11
379,123,22,12
379,158,21,13
379,110,48,14
379,119,3,15
379,166,39,16
379,156,25,17
379,159,18,18
379,94,18,19
379,131,44,20
379,133,35,21
379,112,33,22
379,114,33,23
379,141,25,24
379,163,27,25
379,78,45,26
380,102,1,1
380,117,1,2
380,77,6,3
380,105,6,4
380,137,32,5
380,145,22,6
380,122,37,7
380,138,32,8
380,123,22,9
380,127,37,10
380,95,3,11
380,118,21,12
380,119,3,13
380,110,48,14
380,158,21,15
380,166,39,16
380,163,27,17
380,78,45,18
380,133,35,19
380,112,33,20
380,114,33,21
380,146,49,22
380,160,49,23
380,156,25,24
380,131,44,25
380,165,44,26
381,102,1,1
381,95,3,2
381,123,22,3
381,122,37,4
381,145,22,5
381,119,3,6
381,117,1,7
381,127,37,8
381,77,6,9
381,133,35,10
381,159,18,11
381,118,21,12
381,137,32,13
381,158,21,14
381,105,6,15
381,94,18,16
381,114,33,17
381,110,48,18
381,138,32,19
381,112,33,20
381,156,25,21
381,99,42,22
381,166,39,23
381,140,27,24
381,163,27,25
381,131,44,26
382,102,1,1
382,117,1,2
382,77,6,3
382,105,6,4
382,119,3,5
382,123,22,6
382,145,22,7
382,138,32,8
382,137,32,9
382,118,21,10
382,158,21,11
382,84,3,12
382,127,37,13
382,122,37,14
382,133,35,15
382,112,33,16
382,163,27,17
382,166,39,18
382,110,48,19
382,140,27,20
382,156,25,21
382,99,42,22
382,114,33,23
382,160,49,24
382,146,49,25
382,78,45,26
383,102,1,1
383,117,1,2
383,77,6,3
383,105,6,4
383,158,21,5
383,118,21,6
383,137,32,7
383,123,22,8
383,145,22,9
383,119,3,10
383,122,37,11
383,138,32,12
383,127,37,13
383,94,18,14
383,146,49,15
383,160,49,16
383,78,45,17
383,110,48,18
383,159,18,19
383,112,33,20
383,133,35,21
383,168,3,22
383,166,39,23
383,163,27,24
383,114,33,25
383,141,25,26
384,117,1,1
384,102,1,2
384,122,37,3
384,77,6,4
384,127,37,5
384,95,3,6
384,105,6,7
384,137,32,8
384,145,22,9
384,118,21,10
384,119,3,11
384,110,48,12
384,123,22,13
384,94,18,14
384,114,33,15
384,138,32,16
384,133,35,17
384,158,21,18
384,159,18,19
384,112,33,20
384,166,39,21
384,156,25,22
384,163,27,23
384,140,27,24
384,78,45,25
384,99,42,26
385,102,1,1
385,117,1,2
385,95,3,3
385,123,22,4
385,145,22,5
385,122,37,6
385,119,3,7
385,77,6,8
385,137,32,9
385,105,6,10
385,127,37,11
385,112,33,12
385,166,39,13
385,78,45,14
385,138,32,15
385,114,33,16
385,118,21,17
385,133,35,18
385,163,27,19
385,94,18,20
385,140,27,21
385,156,25,22
385,110,48,23
385,159,18,24
385,158,21,25
385,131,44,26
386,102,1,1
386,117,1,2
386,77,6,3
386,122,37,4
386,137,32,5
386,138,32,6
386,118,21,7
386,95,3,8
386,105,6,9
386,123,22,10
386,119,3,11
386,145,22,12
386,127,37,13
386,110,48,14
386,158,21,15
386,156,25,16
386,94,18,17
386,166,39,18
386,112,33,19
386,88,33,20
386,133,35,21
386,159,18,22
386,163,27,23
386,78,45,24
386,146,49,25
386,141,25,26
387,102,1,1
387,117,1,2
387,95,3,3
387,77,6,4
387,137,32,5
387,119,3,6
387,118,21,7
387,145,22,8
387,122,37,9
387,123,22,10
387,133,35,11
387,105,6,12
387,138,32,13
387,94,18,14
387,110,48,15
387,166,39,16
387,156,25,17
387,158,21,18
387,127,37,19
387,131,44,20
387,159,18,21
387,140,27,22
387,163,27,23
387,112,33,24
387,165,44,25
387,160,49,26
356,102,1,1
356,119,3,2
356,77,6,3
356,123,3,4
356,117,1,5
356,95,6,6
356,122,37,7
356,118,21,8
356,137,32,9
356,65,22,10
356,145,22,11
356,127,37,12
356,84,34,13
356,131,34,14
356,110,35,15
356,94,18,16
356,157,48,17
356,156,25,18
356,78,45,19
356,105,25,20
356,138,32,21
356,129,27,22
356,159,18,23
356,158,21,24
356,146,49,25
356,112,33,26
357,102,1,1
357,117,1,2
357,95,6,3
357,119,3,4
357,77,6,5
357,123,3,6
357,145,22,7
357,137,32,8
357,133,35,9
357,129,27,10
357,94,18,11
357,118,21,12
357,122,37,13
357,78,45,14
357,159,18,15
357,110,35,16
357,131,34,17
357,99,39,18
357,127,37,19
357,112,33,20
357,158,21,21
357,84,34,22
357,65,22,23
357,138,32,24
357,156,25,25
357,114,33,26
358,102,1,1
358,117,1,2
358,123,3,3
358,84,34,4
358,95,6,5
358,118,21,6
358,119,3,7
358,131,34,8
358,133,35,9
358,110,35,10
358,94,18,11
358,105,25,12
358,99,39,13
358,127,37,14
358,145,22,15
358,129,27,16
358,112,33,17
358,162,42,18
358,137,32,19
358,158,21,20
358,163,27,21
358,122,37,22
358,156,25,23
358,65,22,24
358,90,42,25
358,159,18,26
359,102,1,1
359,117,1,2
359,95,6,3
359,122,37,4
359,119,3,5
359,77,6,6
359,105,25,7
359,123,3,8
359,131,34,9
359,118,21,10
359,129,27,11
359,110,35,12
359,145,22,13
359,156,25,14
359,138,32,15
359,112,33,16
359,99,39,17
359,65,22,18
359,133,35,19
359,84,34,20
359,140,46,21
359,94,18,22
359,157,48,23
359,158,21,24
359,163,27,25
359,137,32,26
360,102,1,1
360,117,1,2
360,145,22,3
360,95,6,4
360,84,34,5
360,133,35,6
360,131,34,7
360,77,6,8
360,105,25,9
360,118,21,10
360,122,37,11
360,112,33,12
360,110,35,13
360,119,3,14
360,94,18,15
360,123,3,16
360,158,21,17
360,127,37,18
360,140,46,19
360,159,18,20
360,156,25,21
360,137,32,22
360,138,32,23
360,99,39,24
360,65,22,25
360,157,48,26
361,117,1,1
361,102,1,2
361,119,3,3
361,77,6,4
361,95,6,5
361,123,3,6
361,131,34,7
361,133,35,8
361,110,35,9
361,112,33,10
361,94,18,11
361,118,21,12
361,145,22,13
361,156,25,14
361,78,45,15
361,158,21,16
361,127,37,17
361,140,46,18
361,137,32,19
361,105,25,20
361,122,37,21
361,163,27,22
361,157,48,23
361,159,18,24
361,99,39,25
361,90,42,26
362,117,1,1
362,102,1,2
362,95,6,3
362,145,22,4
362,123,3,5
362,77,6,6
362,112,33,7
362,119,3,8
362,156,25,9
362,127,37,10
362,92,46,11
362,122,37,12
362,140,46,13
362,151,21,14
362,103,33,15
362,55,25,16
362,129,27,17
362,163,27,18
362,138,32,19
362,137,32,20
362,99,39,21
362,131,34,22
362,94,18,23
362,139,22,24
362,158,21,25
362,133,35,26
363,102,1,1
363,117,1,2
363,95,6,3
363,77,6,4
363,119,3,5
363,127,37,6
363,123,3,7
363,122,37,8
363,145,22,9
363,137,32,10
363,94,18,11
363,112,33,12
363,103,33,13
363,131,34,14
363,159,18,15
363,138,32,16
363,78,45,17
363,156,25,18
363,118,21,19
363,84,34,20
363,92,46,21
363,55,25,22
363,90,42,23
363,129,27,24
363,110,35,25
363,139,22,26
364,102,1,1
364,117,1,2
364,95,6,3
364,77,6,4
364,119,3,5
364,123,3,6
364,145,22,7
364,137,32,8
364,139,22,9
364,55,25,10
364,129,27,11
364,84,34,12
364,94,18,13
364,127,37,14
364,112,33,15
364,131,34,16
364,118,21,17
364,138,32,18
364,156,25,19
364,133,35,20
364,110,35,21
364,122,37,22
364,163,27,23
364,140,46,24
364,158,21,25
364,105,33,26
365,119,3,1
365,102,1,2
365,133,35,3
365,123,3,4
365,117,1,5
365,77,6,6
365,145,22,7
365,131,34,8
365,118,21,9
365,94,18,10
365,55,25,11
365,95,6,12
365,127,37,13
365,122,37,14
365,84,34,15
365,158,21,16
365,137,32,17
365,110,35,18
365,156,25,19
365,138,32,20
365,92,46,21
365,160,45,22
365,159,18,23
365,140,46,24
365,139,22,25
365,105,33,26
366,102,1,1
366,117,1,2
366,77,6,3
366,123,3,4
366,119,3,5
366,95,6,6
366,145,22,7
366,131,34,8
366,127,37,9
366,118,21,10
366,112,33,11
366,133,35,12
366,139,22,13
366,94,18,14
366,140,46,15
366,65,25,16
366,163,27,17
366,110,35,18
366,122,37,19
366,84,34,20
366,156,25,21
366,105,33,22
366,92,46,23
366,158,21,24
366,159,18,25
366,129,27,26
367,102,1,1
367,77,6,2
367,95,6,3
367,117,1,4
367,119,3,5
367,123,3,6
367,112,33,7
367,145,22,8
367,139,22,9
367,55,25,10
367,137,32,11
367,84,34,12
367,105,33,13
367,156,25,14
367,94,18,15
367,118,21,16
367,110,35,17
367,122,37,18
367,138,32,19
367,133,35,20
367,129,27,21
367,92,46,22
367,163,27,23
367,78,45,24
367,127,37,25
367,159,18,26
368,102,1,1
368,77,6,2
368,95,6,3
368,117,1,4
368,94,18,5
368,119,3,6
368,133,35,7
368,123,3,8
368,159,18,9
368,84,34,10
368,131,34,11
368,140,46,12
368,145,22,13
368,127,37,14
368,90,42,15
368,139,22,16
368,112,33,17
368,156,25,18
368,110,35,19
368,137,32,20
368,105,33,21
368,118,21,22
368,163,27,23
368,122,37,24
368,138,32,25
368,158,21,26
369,102,1,1
369,77,6,2
369,117,1,3
369,94,18,4
369,112,33,5
369,119,3,6
369,137,32,7
369,84,34,8
369,55,25,9
369,139,22,10
369,78,45,11
369,131,34,12
369,156,25,13
369,145,22,14
369,110,35,15
369,118,21,16
369,109,46,17
369,138,32,18
369,122,37,19
369,159,18,20
369,123,3,21
369,158,21,22
369,133,35,23
369,129,27,24
369,160,45,25
369,127,37,26
370,102,1,1
370,117,1,2
370,77,6,3
370,95,6,4
370,119,3,5
370,145,22,6
370,123,3,7
370,112,33,8
370,131,34,9
370,78,45,10
370,137,32,11
370,138,32,12
370,84,34,13
370,159,18,14
370,133,35,15
370,110,35,16
370,122,37,17
370,55,25,18
370,147,18,19
370,127,37,20
370,146,49,21
370,139,22,22
370,129,27,23
370,158,21,24
370,118,21,25
370,156,25,26
371,102,1,1
371,117,1,2
371,94,18,3
371,145,22,4
371,123,3,5
371,119,3,6
371,95,6,7
371,131,34,8
371,110,35,9
371,133,35,10
371,78,45,11
371,84,34,12
371,139,22,13
371,77,6,14
371,55,25,15
371,122,37,16
371,109,46,17
371,137,32,18
371,112,33,19
371,118,21,20
371,160,45,21
371,158,21,22
371,138,32,23
371,129,27,24
371,127,37,25
371,163,27,26
321,77,1,1
321,94,18,2
321,110,35,3
321,55,25,4
321,102,1,5
321,137,22,6
321,117,6,7
321,129,45,8
321,123,3,9
321,131,34,10
321,138,25,11
321,119,3,12
321,78,27,13
321,147,18,14
321,103,33,15
321,90,44,16
321,95,6,17
321,88,33,18
321,151,32,19
321,146,21,20
321,105,21,21
321,145,22,22
321,148,34,23
321,118,32,24
321,127,41,25
321,122,41,26
322,102,1,1
322,77,1,2
322,123,3,3
322,119,3,4
322,95,6,5
322,117,6,6
322,55,25,7
322,94,18,8
322,110,35,9
322,112,27,10
322,103,33,11
322,131,34,12
322,137,22,13
322,151,32,14
322,145,22,15
322,81,35,16
322,147,18,17
322,88,33,18
322,138,25,19
322,78,27,20
322,129,45,21
322,148,34,22
322,105,21,23
322,118,32,24
322,133,21,25
322,114,39,26
323,102,1,1
323,77,1,2
323,119,3,3
323,123,3,4
323,95,6,5
323,117,6,6
323,55,25,7
323,137,22,8
323,145,22,9
323,118,32,10
323,151,32,11
323,127,41,12
323,103,33,13
323,131,34,14
323,88,33,15
323,112,27,16
323,110,35,17
323,122,41,18
323,138,25,19
323,78,27,20
323,139,35,21
323,129,45,22
323,148,46,23
323,90,44,24
323,109,46,25
323,147,18,26
324,102,1,1
324,117,6,2
324,55,25,3
324,119,3,4
324,77,1,5
324,123,3,6
324,95,6,7
324,94,18,8
324,139,35,9
324,137,22,10
324,151,32,11
324,110,35,12
324,118,32,13
324,131,34,14
324,88,33,15
324,145,22,16
324,78,27,17
324,112,27,18
324,147,18,19
324,148,46,20
324,138,25,21
324,133,21,22
324,122,41,23
324,103,33,24
324,101,34,25
324,109,46,26
325,102,1,1
325,77,1,2
325,117,6,3
325,145,22,4
325,137,22,5
325,123,3,6
325,95,6,7
325,55,25,8
325,119,3,9
325,131,34,10
325,118,32,11
325,151,32,12
325,138,25,13
325,105,21,14
325,129,45,15
325,94,18,16
325,112,27,17
325,88,33,18
325,139,35,19
325,78,27,20
325,148,46,21
325,109,46,22
325,103,33,23
325,122,41,24
325,110,35,25
325,133,21,26
326,77,1,1
326,119,3,2
326,102,1,3
326,95,6,4
326,123,3,5
326,55,25,6
326,94,18,7
326,137,22,8
326,138,25,9
326,131,34,10
326,118,32,11
326,151,32,12
326,117,6,13
326,145,22,14
326,110,35,15
326,147,18,16
326,105,21,17
326,139,35,18
326,88,33,19
326,129,45,20
326,101,34,21
326,112,27,22
326,148,46,23
326,78,27,24
326,103,33,25
326,109,46,26
327,95,6,1
327,77,1,2
327,102,1,3
327,117,6,4
327,145,22,5
327,119,3,6
327,122,41,7
327,123,3,8
327,137,22,9
327,127,41,10
327,103,33,11
327,112,27,12
327,55,25,13
327,88,33,14
327,138,25,15
327,118,32,16
327,151,32,17
327,105,21,18
327,78,27,19
327,131,34,20
327,110,35,21
327,133,21,22
327,94,18,23
327,139,35,24
327,101,34,25
327,114,39,26
328,95,6,1
328,102,1,2
328,77,1,3
328,123,3,4
328,117,6,5
328,55,25,6
328,119,3,7
328,103,33,8
328,88,33,9
328,122,41,10
328,137,22,11
328,138,25,12
328,145,22,13
328,151,32,14
328,127,41,15
328,118,32,16
328,133,21,17
328,94,18,18
328,139,35,19
328,131,34,20
328,78,27,21
328,112,27,22
328,110,35,23
328,147,18,24
328,105,21,25
328,99,39,26
329,102,1,1
329,77,1,2
329,117,6,3
329,95,6,4
329,119,3,5
329,123,3,6
329,137,22,7
329,55,25,8
329,145,22,9
329,122,41,10
329,88,33,11
329,103,33,12
329,138,25,13
329,127,41,14
329,94,18,15
329,118,32,16
329,131,34,17
329,133,21,18
329,105,21,19
329,151,32,20
329,101,34,21
329,78,27,22
329,139,35,23
329,112,27,24
329,109,46,25
329,148,46,26
330,123,3,1
330,119,3,2
330,77,1,3
330,102,1,4
330,95,6,5
330,55,25,6
330,145,22,7
330,117,6,8
330,137,22,9
330,110,35,10
330,118,32,11
330,103,33,12
330,139,35,13
330,94,18,14
330,138,25,15
330,122,41,16
330,127,41,17
330,151,32,18
330,88,33,19
330,131,34,20
330,112,27,21
330,105,21,22
330,147,18,23
330,99,39,24
330,78,27,25
330,133,21,26
331,102,1,1
331,77,1,2
331,117,6,3
331,123,3,4
331,95,6,5
331,145,22,6
331,119,3,7
331,137,22,8
331,55,25,9
331,138,25,10
331,88,33,11
331,122,41,12
331,131,34,13
331,127,41,14
331,103,33,15
331,94,18,16
331,139,35,17
331,118,32,18
331,133,21,19
331,110,35,20
331,78,27,21
331,151,32,22
331,129,45,23
331,101,34,24
331,147,18,25
331,105,21,26
332,102,1,1
332,117,6,2
332,77,1,3
332,95,6,4
332,55,25,5
332,123,3,6
332,119,3,7
332,145,22,8
332,137,22,9
332,127,41,10
332,151,32,11
332,118,32,12
332,103,33,13
332,138,25,14
332,94,18,15
332,122,41,16
332,131,34,17
332,88,33,18
332,139,35,19
332,112,27,20
332,133,21,21
332,105,21,22
332,129,45,23
332,114,39,24
332,110,35,25
332,78,27,26
333,95,6,1
333,117,6,2
333,102,1,3
333,77,1,4
333,119,3,5
333,137,22,6
333,123,3,7
333,55,25,8
333,145,22,9
333,103,33,10
333,88,33,11
333,122,41,12
333,139,35,13
333,127,41,14
333,151,32,15
333,94,18,16
333,133,21,17
333,110,35,18
333,105,21,19
333,112,27,20
333,118,32,21
333,78,27,22
333,131,34,23
333,114,39,24
333,101,34,25
334,102,1,1
